,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
11735,Espírito,B-NOME_BEBIDA,9179,30,38,705,1,treino
11736,de,I-NOME_BEBIDA,9179,39,41,705,1,treino
11737,Minas,I-NOME_BEBIDA,9179,42,47,705,1,treino
11738,envelhecida,O,9179,48,59,705,1,treino
11739,em,O,9179,60,62,705,1,treino
11740,barris,B-RECIPIENTE_ARMAZENAMENTO,9179,63,69,705,1,treino
11741,de,O,9179,70,72,705,1,treino
11742,carvalho,B-TIPO_MADEIRA,9179,73,81,705,1,treino
11743,selecionados,O,9179,82,94,705,1,treino
11744,.,O,9179,94,95,705,1,treino
11745,uma,O,9180,0,3,705,1,treino
11746,cachaça,O,9180,4,11,705,1,treino
11747,típica,O,9180,12,18,705,1,treino
11748,mineira,O,9180,19,26,705,1,treino
11749,de,O,9180,27,29,705,1,treino
11750,alta,O,9180,30,34,705,1,treino
11751,qualidade,O,9180,35,44,705,1,treino
11752,",",O,9180,44,45,705,1,treino
11753,com,O,9180,46,49,705,1,treino
11754,personalidade,O,9180,50,63,705,1,treino
11755,e,O,9180,64,65,705,1,treino
11756,presença,O,9180,66,74,705,1,treino
11757,marcante,O,9180,75,83,705,1,treino
11758,do,O,9180,84,86,705,1,treino
11759,carvalho,B-TIPO_MADEIRA,9180,87,95,705,1,treino
11760,",",O,9180,95,96,705,1,treino
11761,madeira,O,9180,97,104,705,1,treino
11762,utilizada,O,9180,105,114,705,1,treino
11763,para,O,9180,115,119,705,1,treino
11764,o,O,9180,120,121,705,1,treino
11765,envelhecimento,O,9180,122,136,705,1,treino
11766,dos,O,9180,137,140,705,1,treino
11767,melhores,O,9180,141,149,705,1,treino
11768,destilados,O,9180,150,160,705,1,treino
11769,do,O,9180,161,163,705,1,treino
11770,mundo,O,9180,164,169,705,1,treino
11771,.,O,9180,169,170,705,1,treino
11772,A,O,9181,0,1,705,1,treino
11773,Cachaça,O,9181,2,9,705,1,treino
11774,Espírito,B-NOME_BEBIDA,9181,10,18,705,1,treino
11775,de,I-NOME_BEBIDA,9181,19,21,705,1,treino
11776,Minas,I-NOME_BEBIDA,9181,22,27,705,1,treino
11777,Ouro,B-CLASSIFICACAO_BEBIDA,9181,28,32,705,1,treino
11778,traz,O,9181,33,37,705,1,treino
11779,rótulos,O,9181,38,45,705,1,treino
11780,ilustrados,O,9181,46,56,705,1,treino
11781,por,O,9181,57,60,705,1,treino
11782,cinco,O,9181,61,66,705,1,treino
11783,grandes,O,9181,67,74,705,1,treino
11784,artistas,O,9181,75,83,705,1,treino
11785,brasileiros,O,9181,84,95,705,1,treino
11786,que,O,9181,96,99,705,1,treino
11787,fizeram,O,9181,100,107,705,1,treino
11788,releituras,O,9181,108,118,705,1,treino
11789,da,O,9181,119,121,705,1,treino
11790,embalagem,O,9181,122,131,705,1,treino
11791,tradicional,O,9181,132,143,705,1,treino
11792,",",O,9181,143,144,705,1,treino
11793,onde,O,9181,145,149,705,1,treino
11794,se,O,9181,150,152,705,1,treino
11795,encontra,O,9181,153,161,705,1,treino
11796,a,O,9181,162,163,705,1,treino
11797,imagem,O,9181,164,170,705,1,treino
11798,icônica,O,9181,171,178,705,1,treino
11799,da,O,9181,179,181,705,1,treino
11800,igreja,O,9181,182,188,705,1,treino
11801,de,O,9181,189,191,705,1,treino
11802,São,O,9181,192,195,705,1,treino
11803,Francisco,B-NOME_PESSOA,9181,196,205,705,1,treino
11804,de,I-NOME_PESSOA,9181,206,208,705,1,treino
11805,Assis,I-NOME_PESSOA,9181,209,214,705,1,treino
11806,",",O,9181,214,215,705,1,treino
11807,localizada,O,9181,216,226,705,1,treino
11808,em,O,9181,227,229,705,1,treino
11809,Ouro,B-NOME_LOCAL,9181,230,234,705,1,treino
11810,Preto,I-NOME_LOCAL,9181,235,240,705,1,treino
11811,(,O,9181,241,242,705,1,treino
11812,MG,B-NOME_LOCAL,9181,242,244,705,1,treino
11813,),O,9181,244,245,705,1,treino
11814,.,O,9181,245,246,705,1,treino
11815,Volume,O,9182,0,6,705,1,treino
11816,:,O,9182,6,7,705,1,treino
11817,700,B-VOLUME,9182,8,11,705,1,treino
11818,ml,I-VOLUME,9182,12,14,705,1,treino
11819,GRADUAÇÃO,O,9183,0,9,705,1,treino
11820,ALCOÓLICA,O,9183,10,19,705,1,treino
11821,:,O,9183,19,20,705,1,treino
11822,40%,B-GRADUACAO_ALCOOLICA,9183,21,24,705,1,treino
11823,vol,O,9183,25,28,705,1,treino
11824,.,O,9183,28,29,705,1,treino
11825,NOME,O,9313,0,4,722,1,treino
11826,DA,O,9313,5,7,722,1,treino
11827,CACHAÇA,O,9313,8,15,722,1,treino
11828,:,O,9313,15,16,722,1,treino
11829,Cachaça,O,9313,17,24,722,1,treino
11830,Middas,B-NOME_BEBIDA,9313,25,31,722,1,treino
11831,PREÇO,O,9314,0,5,722,1,treino
11832,:,O,9314,5,6,722,1,treino
11833,R$,B-PRECO,9314,7,9,722,1,treino
11834,199,I-PRECO,9314,10,13,722,1,treino
11835,",",I-PRECO,9314,13,14,722,1,treino
11836,90,I-PRECO,9314,14,16,722,1,treino
11837,DESCRIÇÃO,O,9315,0,9,722,1,treino
11838,DA,O,9315,10,12,722,1,treino
11839,CACHAÇA,O,9315,13,20,722,1,treino
11840,:,O,9315,20,21,722,1,treino
11841,Cachaça,O,9315,22,29,722,1,treino
11842,Middas,B-NOME_BEBIDA,9315,30,36,722,1,treino
11843,700,B-VOLUME,9315,37,40,722,1,treino
11844,ml,I-VOLUME,9315,41,43,722,1,treino
11845,-,O,9315,44,45,722,1,treino
11846,Flocos,O,9315,46,52,722,1,treino
11847,de,O,9315,53,55,722,1,treino
11848,Ouro,O,9315,56,60,722,1,treino
11849,.,O,9315,60,61,722,1,treino
11850,Esta,O,9316,0,4,722,1,treino
11851,inovadora,O,9316,5,14,722,1,treino
11852,proposta,O,9316,15,23,722,1,treino
11853,traz,O,9316,24,28,722,1,treino
11854,ao,O,9316,29,31,722,1,treino
11855,Brasil,B-NOME_LOCAL,9316,32,38,722,1,treino
11856,uma,O,9316,39,42,722,1,treino
11857,cachaça,O,9316,43,50,722,1,treino
11858,acompanhada,O,9316,51,62,722,1,treino
11859,de,O,9316,63,65,722,1,treino
11860,uma,O,9316,66,69,722,1,treino
11861,fracos,O,9316,70,76,722,1,treino
11862,a,O,9316,77,78,722,1,treino
11863,parte,O,9316,79,84,722,1,treino
11864,com,O,9316,85,88,722,1,treino
11865,ouro,O,9316,89,93,722,1,treino
11866,comestível,O,9316,94,104,722,1,treino
11867,de,O,9316,105,107,722,1,treino
11868,23,O,9316,108,110,722,1,treino
11869,quilates,O,9316,111,119,722,1,treino
11870,",",O,9316,119,120,722,1,treino
11871,importado,O,9316,121,130,722,1,treino
11872,da,O,9316,131,133,722,1,treino
11873,Alemanha,B-NOME_LOCAL,9316,134,142,722,1,treino
11874,e,O,9316,143,144,722,1,treino
11875,que,O,9316,145,148,722,1,treino
11876,possui,O,9316,149,155,722,1,treino
11877,certificado,O,9316,156,167,722,1,treino
11878,de,O,9316,168,170,722,1,treino
11879,qualidade,O,9316,171,180,722,1,treino
11880,da,O,9316,181,183,722,1,treino
11881,união,B-NOME_ORGANIZACAO,9316,184,189,722,1,treino
11882,Européia,I-NOME_ORGANIZACAO,9316,190,198,722,1,treino
11883,.,O,9316,198,199,722,1,treino
11884,O,O,9317,0,1,722,1,treino
11885,Ouro,O,9317,2,6,722,1,treino
11886,é,O,9317,7,8,722,1,treino
11887,misturado,O,9317,9,18,722,1,treino
11888,ao,O,9317,19,21,722,1,treino
11889,produto,O,9317,22,29,722,1,treino
11890,e,O,9317,30,31,722,1,treino
11891,não,O,9317,32,35,722,1,treino
11892,só,O,9317,36,38,722,1,treino
11893,visualmente,O,9317,39,50,722,1,treino
11894,",",O,9317,50,51,722,1,treino
11895,mas,O,9317,52,55,722,1,treino
11896,em,O,9317,56,58,722,1,treino
11897,seu,O,9317,59,62,722,1,treino
11898,paladar,O,9317,63,70,722,1,treino
11899,",",O,9317,70,71,722,1,treino
11900,transforma,O,9317,72,82,722,1,treino
11901,-,O,9317,82,83,722,1,treino
11902,se,O,9317,83,85,722,1,treino
11903,na,O,9317,86,88,722,1,treino
11904,mais,O,9317,89,93,722,1,treino
11905,pura,O,9317,94,98,722,1,treino
11906,sensação,O,9317,99,107,722,1,treino
11907,de,O,9317,108,110,722,1,treino
11908,prazer,O,9317,111,117,722,1,treino
11909,.,O,9317,117,118,722,1,treino
11910,Uma,O,9318,0,3,722,1,treino
11911,bebida,O,9318,4,10,722,1,treino
11912,artística,O,9318,11,20,722,1,treino
11913,",",O,9318,20,21,722,1,treino
11914,refinada,O,9318,22,30,722,1,treino
11915,e,O,9318,31,32,722,1,treino
11916,própria,O,9318,33,40,722,1,treino
11917,para,O,9318,41,45,722,1,treino
11918,agradar,O,9318,46,53,722,1,treino
11919,os,O,9318,54,56,722,1,treino
11920,mais,O,9318,57,61,722,1,treino
11921,sofisticados,O,9318,62,74,722,1,treino
11922,paladares,O,9318,75,84,722,1,treino
11923,.,O,9318,84,85,722,1,treino
11924,A,O,9319,0,1,722,1,treino
11925,Middas,B-NOME_BEBIDA,9319,2,8,722,1,treino
11926,tem,O,9319,9,12,722,1,treino
11927,seu,O,9319,13,16,722,1,treino
11928,blend,B-CLASSIFICACAO_BEBIDA,9319,17,22,722,1,treino
11929,exclusivo,O,9319,23,32,722,1,treino
11930,",",O,9319,32,33,722,1,treino
11931,composta,O,9319,34,42,722,1,treino
11932,por,O,9319,43,46,722,1,treino
11933,uma,O,9319,47,50,722,1,treino
11934,cachaça,O,9319,51,58,722,1,treino
11935,de,O,9319,59,61,722,1,treino
11936,dois,B-TEMPO_ARMAZENAMENTO,9319,62,66,722,1,treino
11937,anos,I-TEMPO_ARMAZENAMENTO,9319,67,71,722,1,treino
11938,",",O,9319,71,72,722,1,treino
11939,armazenada,O,9319,73,83,722,1,treino
11940,em,O,9319,84,86,722,1,treino
11941,tonel,B-RECIPIENTE_ARMAZENAMENTO,9319,87,92,722,1,treino
11942,de,I-RECIPIENTE_ARMAZENAMENTO,9319,93,95,722,1,treino
11943,madeira,I-RECIPIENTE_ARMAZENAMENTO,9319,96,103,722,1,treino
11944,de,O,9319,104,106,722,1,treino
11945,amendoim,B-TIPO_MADEIRA,9319,107,115,722,1,treino
11946,do,I-TIPO_MADEIRA,9319,116,118,722,1,treino
11947,campo,I-TIPO_MADEIRA,9319,119,124,722,1,treino
11948,.,O,9319,124,125,722,1,treino
11949,Sua,O,9320,0,3,722,1,treino
11950,formula,O,9320,4,11,722,1,treino
11951,dá,O,9320,12,14,722,1,treino
11952,origem,O,9320,15,21,722,1,treino
11953,ao,O,9320,22,24,722,1,treino
11954,sabor,O,9320,25,30,722,1,treino
11955,único,O,9320,31,36,722,1,treino
11956,e,O,9320,37,38,722,1,treino
11957,especial,O,9320,39,47,722,1,treino
11958,da,O,9320,48,50,722,1,treino
11959,bebida,O,9320,51,57,722,1,treino
11960,",",O,9320,57,58,722,1,treino
11961,de,O,9320,59,61,722,1,treino
11962,baixa,B-CARACTERISTICA_SENSORIAL_SABOR,9320,62,67,722,1,treino
11963,acidez,I-CARACTERISTICA_SENSORIAL_SABOR,9320,68,74,722,1,treino
11964,e,O,9320,75,76,722,1,treino
11965,de,O,9320,77,79,722,1,treino
11966,intensa,O,9320,80,87,722,1,treino
11967,sensação,O,9320,88,96,722,1,treino
11968,olfativa,O,9320,97,105,722,1,treino
11969,.,O,9320,105,106,722,1,treino
11970,Tal,O,9321,0,3,722,1,treino
11971,como,O,9321,4,8,722,1,treino
11972,a,O,9321,9,10,722,1,treino
11973,arte,O,9321,11,15,722,1,treino
11974,",",O,9321,15,16,722,1,treino
11975,a,O,9321,17,18,722,1,treino
11976,Middas,B-NOME_BEBIDA,9321,19,25,722,1,treino
11977,possui,O,9321,26,32,722,1,treino
11978,um,O,9321,33,35,722,1,treino
11979,toque,O,9321,36,41,722,1,treino
11980,especial,O,9321,42,50,722,1,treino
11981,.,O,9321,50,51,722,1,treino
11982,Assim,O,9322,0,5,722,1,treino
11983,como,O,9322,6,10,722,1,treino
11984,o,O,9322,11,12,722,1,treino
11985,personagem,O,9322,13,23,722,1,treino
11986,inspirador,O,9322,24,34,722,1,treino
11987,do,O,9322,35,37,722,1,treino
11988,nome,O,9322,38,42,722,1,treino
11989,do,O,9322,43,45,722,1,treino
11990,produto,O,9322,46,53,722,1,treino
11991,",",O,9322,53,54,722,1,treino
11992,Rei,O,9322,55,58,722,1,treino
11993,Midas,O,9322,59,64,722,1,treino
11994,",",O,9322,64,65,722,1,treino
11995,detentor,O,9322,66,74,722,1,treino
11996,do,O,9322,75,77,722,1,treino
11997,poder,O,9322,78,83,722,1,treino
11998,de,O,9322,84,86,722,1,treino
11999,transformar,O,9322,87,98,722,1,treino
12000,tudo,O,9322,99,103,722,1,treino
12001,o,O,9322,104,105,722,1,treino
12002,que,O,9322,106,109,722,1,treino
12003,toca,O,9322,110,114,722,1,treino
12004,em,O,9322,115,117,722,1,treino
12005,ouro,O,9322,118,122,722,1,treino
12006,",",O,9322,122,123,722,1,treino
12007,apresentamos,O,9322,124,136,722,1,treino
12008,um,O,9322,137,139,722,1,treino
12009,produto,O,9322,140,147,722,1,treino
12010,belo,O,9322,148,152,722,1,treino
12011,e,O,9322,153,154,722,1,treino
12012,imponente,O,9322,155,164,722,1,treino
12013,.,O,9322,164,165,722,1,treino
12014,Prêmios,O,9323,0,7,722,1,treino
12015,:,O,9323,7,8,722,1,treino
12016,Premiação,O,9323,9,18,722,1,treino
12017,conquistada,O,9323,19,30,722,1,treino
12018,no,O,9323,31,33,722,1,treino
12019,The,O,9323,34,37,722,1,treino
12020,Tasting,O,9323,38,45,722,1,treino
12021,Panel,O,9323,46,51,722,1,treino
12022,Magazine,O,9323,52,60,722,1,treino
12023,Premiação,O,9323,61,70,722,1,treino
12024,conquistada,O,9323,71,82,722,1,treino
12025,no,O,9323,83,85,722,1,treino
12026,New,B-NOME_LOCAL,9323,86,89,722,1,treino
12027,York,I-NOME_LOCAL,9323,90,94,722,1,treino
12028,International,O,9323,95,108,722,1,treino
12029,Spirits,O,9323,109,116,722,1,treino
12030,Competition,O,9323,117,128,722,1,treino
12031,2014,B-TEMPO,9323,129,133,722,1,treino
12032,Volume,O,9324,0,6,722,1,treino
12033,:,O,9324,6,7,722,1,treino
12034,700,B-VOLUME,9324,8,11,722,1,treino
12035,ml,I-VOLUME,9324,12,14,722,1,treino
12036,GRADUAÇÃO,O,9325,0,9,722,1,treino
12037,ALCOÓLICA,O,9325,10,19,722,1,treino
12038,:,O,9325,19,20,722,1,treino
12039,40%,B-GRADUACAO_ALCOOLICA,9325,21,24,722,1,treino
12040,vol,O,9325,25,28,722,1,treino
12041,.,O,9325,28,29,722,1,treino
12042,NOME,O,9326,0,4,723,1,treino
12043,DA,O,9326,5,7,723,1,treino
12044,CACHAÇA,O,9326,8,15,723,1,treino
12045,:,O,9326,15,16,723,1,treino
12046,Cachaça,O,9326,17,24,723,1,treino
12047,Dedo,B-NOME_BEBIDA,9326,25,29,723,1,treino
12048,de,I-NOME_BEBIDA,9326,30,32,723,1,treino
12049,Prosa,I-NOME_BEBIDA,9326,33,38,723,1,treino
12050,PREÇO,O,9327,0,5,723,1,treino
12051,:,O,9327,5,6,723,1,treino
12052,R$,B-PRECO,9327,7,9,723,1,treino
12053,39,I-PRECO,9327,10,12,723,1,treino
12054,",",I-PRECO,9327,12,13,723,1,treino
12055,90,I-PRECO,9327,13,15,723,1,treino
12056,DESCRIÇÃO,O,9328,0,9,723,1,treino
12057,DA,O,9328,10,12,723,1,treino
12058,CACHAÇA,O,9328,13,20,723,1,treino
12059,:,O,9328,20,21,723,1,treino
12060,Cachaça,O,9328,22,29,723,1,treino
12061,Dedo,B-NOME_BEBIDA,9328,30,34,723,1,treino
12062,de,I-NOME_BEBIDA,9328,35,37,723,1,treino
12063,Prosa,I-NOME_BEBIDA,9328,38,43,723,1,treino
12064,700ml,B-VOLUME,9328,44,49,723,1,treino
12065,.,O,9328,49,50,723,1,treino
12066,Envelhecida,O,9329,0,11,723,1,treino
12067,em,O,9329,12,14,723,1,treino
12068,tonéis,B-RECIPIENTE_ARMAZENAMENTO,9329,15,21,723,1,treino
12069,de,O,9329,22,24,723,1,treino
12070,Louro,B-TIPO_MADEIRA,9329,25,30,723,1,treino
12071,-,I-TIPO_MADEIRA,9329,30,31,723,1,treino
12072,Canela,I-TIPO_MADEIRA,9329,31,37,723,1,treino
12073,",",O,9329,37,38,723,1,treino
12074,típica,O,9329,39,45,723,1,treino
12075,madeira,O,9329,46,53,723,1,treino
12076,brasileira,O,9329,54,64,723,1,treino
12077,",",O,9329,64,65,723,1,treino
12078,esta,O,9329,66,70,723,1,treino
12079,cachaça,O,9329,71,78,723,1,treino
12080,apresenta,O,9329,79,88,723,1,treino
12081,aroma,O,9329,89,94,723,1,treino
12082,macio,O,9329,95,100,723,1,treino
12083,e,O,9329,101,102,723,1,treino
12084,ao,O,9329,103,105,723,1,treino
12085,mesmo,O,9329,106,111,723,1,treino
12086,tempo,O,9329,112,117,723,1,treino
12087,mais,O,9329,118,122,723,1,treino
12088,franco,O,9329,123,129,723,1,treino
12089,",",O,9329,129,130,723,1,treino
12090,resultado,O,9329,131,140,723,1,treino
12091,de,O,9329,141,143,723,1,treino
12092,um,O,9329,144,146,723,1,treino
12093,processo,O,9329,147,155,723,1,treino
12094,de,O,9329,156,158,723,1,treino
12095,destilação,O,9329,159,169,723,1,treino
12096,de,O,9329,170,172,723,1,treino
12097,alta,O,9329,173,177,723,1,treino
12098,qualidade,O,9329,178,187,723,1,treino
12099,.,O,9329,187,188,723,1,treino
12100,Volume,O,9330,0,6,723,1,treino
12101,:,O,9330,6,7,723,1,treino
12102,700,B-VOLUME,9330,8,11,723,1,treino
12103,ml,I-VOLUME,9330,12,14,723,1,treino
12104,GRADUAÇÃO,O,9331,0,9,723,1,treino
12105,ALCOÓLICA,O,9331,10,19,723,1,treino
12106,:,O,9331,19,20,723,1,treino
12107,40%,B-GRADUACAO_ALCOOLICA,9331,21,24,723,1,treino
12108,vol,O,9331,25,28,723,1,treino
12109,.,O,9331,28,29,723,1,treino
12110,NOME,O,9338,0,4,725,1,treino
12111,DA,O,9338,5,7,725,1,treino
12112,CACHAÇA,O,9338,8,15,725,1,treino
12113,:,O,9338,15,16,725,1,treino
12114,Cachaça,O,9338,17,24,725,1,treino
12115,Jamel,B-NOME_BEBIDA,9338,25,30,725,1,treino
12116,Prata,B-CLASSIFICACAO_BEBIDA,9338,31,36,725,1,treino
12117,PREÇO,O,9339,0,5,725,1,treino
12118,:,O,9339,5,6,725,1,treino
12119,R$,B-PRECO,9339,7,9,725,1,treino
12120,16,I-PRECO,9339,10,12,725,1,treino
12121,",",I-PRECO,9339,12,13,725,1,treino
12122,90,I-PRECO,9339,13,15,725,1,treino
12123,DESCRIÇÃO,O,9340,0,9,725,1,treino
12124,DA,O,9340,10,12,725,1,treino
12125,CACHAÇA,O,9340,13,20,725,1,treino
12126,:,O,9340,20,21,725,1,treino
12127,Cachaça,O,9340,22,29,725,1,treino
12128,branca,B-CLASSIFICACAO_BEBIDA,9340,30,36,725,1,treino
12129,",",O,9340,36,37,725,1,treino
12130,elaborada,O,9340,38,47,725,1,treino
12131,a,O,9340,48,49,725,1,treino
12132,partir,O,9340,50,56,725,1,treino
12133,de,O,9340,57,59,725,1,treino
12134,caldo,O,9340,60,65,725,1,treino
12135,de,O,9340,66,68,725,1,treino
12136,cana,O,9340,69,73,725,1,treino
12137,-,O,9340,73,74,725,1,treino
12138,de,O,9340,74,76,725,1,treino
12139,-,O,9340,76,77,725,1,treino
12140,açúcar,O,9340,77,83,725,1,treino
12141,.,O,9340,83,84,725,1,treino
12142,A,O,9341,0,1,725,1,treino
12143,cachaça,O,9341,2,9,725,1,treino
12144,Jamel,B-NOME_BEBIDA,9341,10,15,725,1,treino
12145,foi,O,9341,16,19,725,1,treino
12146,uma,O,9341,20,23,725,1,treino
12147,das,O,9341,24,27,725,1,treino
12148,primeiras,O,9341,28,37,725,1,treino
12149,cachaças,O,9341,38,46,725,1,treino
12150,produzidas,O,9341,47,57,725,1,treino
12151,industrialmente,O,9341,58,73,725,1,treino
12152,no,O,9341,74,76,725,1,treino
12153,Brasil,B-NOME_LOCAL,9341,77,83,725,1,treino
12154,",",O,9341,83,84,725,1,treino
12155,fazendo,O,9341,85,92,725,1,treino
12156,com,O,9341,93,96,725,1,treino
12157,que,O,9341,97,100,725,1,treino
12158,ela,O,9341,101,104,725,1,treino
12159,seja,O,9341,105,109,725,1,treino
12160,atualmente,O,9341,110,120,725,1,treino
12161,",",O,9341,120,121,725,1,treino
12162,uma,O,9341,122,125,725,1,treino
12163,das,O,9341,126,129,725,1,treino
12164,mais,O,9341,130,134,725,1,treino
12165,tradicionais,O,9341,135,147,725,1,treino
12166,.,O,9341,147,148,725,1,treino
12167,Volume,O,9342,0,6,725,1,treino
12168,:,O,9342,6,7,725,1,treino
12169,700,B-VOLUME,9342,8,11,725,1,treino
12170,ml,I-VOLUME,9342,12,14,725,1,treino
12171,GRADUAÇÃO,O,9343,0,9,725,1,treino
12172,ALCOÓLICA,O,9343,10,19,725,1,treino
12173,:,O,9343,19,20,725,1,treino
12174,39%,B-GRADUACAO_ALCOOLICA,9343,21,24,725,1,treino
12175,vol,O,9343,25,28,725,1,treino
12176,.,O,9343,28,29,725,1,treino
12177,NOME,O,9409,0,4,736,1,treino
12178,DA,O,9409,5,7,736,1,treino
12179,CACHAÇA,O,9409,8,15,736,1,treino
12180,:,O,9409,15,16,736,1,treino
12181,Cachaça,O,9409,17,24,736,1,treino
12182,Maria,B-NOME_BEBIDA,9409,25,30,736,1,treino
12183,Andante,I-NOME_BEBIDA,9409,31,38,736,1,treino
12184,DESCRIÇÃO,O,9410,0,9,736,1,treino
12185,DA,O,9410,10,12,736,1,treino
12186,CACHAÇA,O,9410,13,20,736,1,treino
12187,:,O,9410,20,21,736,1,treino
12188,Se,O,9410,22,24,736,1,treino
12189,a,O,9410,25,26,736,1,treino
12190,Vale,B-NOME_BEBIDA,9410,27,31,736,1,treino
12191,verde,I-NOME_BEBIDA,9410,32,37,736,1,treino
12192,ganhou,O,9410,38,44,736,1,treino
12193,em,O,9410,45,47,736,1,treino
12194,melhor,O,9410,48,54,736,1,treino
12195,nota,O,9410,55,59,736,1,treino
12196,essa,O,9410,60,64,736,1,treino
12197,aqui,O,9410,65,69,736,1,treino
12198,ganha,O,9410,70,75,736,1,treino
12199,DE,O,9410,76,78,736,1,treino
12200,LONGE,O,9410,79,84,736,1,treino
12201,em,O,9410,85,87,736,1,treino
12202,puta,O,9410,88,92,736,1,treino
12203,case,O,9410,93,97,736,1,treino
12204,de,O,9410,98,100,736,1,treino
12205,sucesso,O,9410,101,108,736,1,treino
12206,visto,O,9410,109,114,736,1,treino
12207,que,O,9410,115,118,736,1,treino
12208,a,O,9410,119,120,736,1,treino
12209,nota,O,9410,121,125,736,1,treino
12210,é,O,9410,126,127,736,1,treino
12211,quase,O,9410,128,133,736,1,treino
12212,a,O,9410,134,135,736,1,treino
12213,mesma,O,9410,136,141,736,1,treino
12214,e,O,9410,142,143,736,1,treino
12215,o,O,9410,144,145,736,1,treino
12216,preço,O,9410,146,151,736,1,treino
12217,é,O,9410,152,153,736,1,treino
12218,30%,O,9410,154,157,736,1,treino
12219,mais,O,9410,158,162,736,1,treino
12220,barato,O,9410,163,169,736,1,treino
12221,.,O,9410,169,170,736,1,treino
12222,O,O,9411,0,1,736,1,treino
12223,aroma,O,9411,2,7,736,1,treino
12224,dela,O,9411,8,12,736,1,treino
12225,é,O,9411,13,14,736,1,treino
12226,bem,O,9411,15,18,736,1,treino
12227,doce,B-CARACTERISTICA_SENSORIAL_AROMA,9411,19,23,736,1,treino
12228,e,O,9411,24,25,736,1,treino
12229,perfumado,B-CARACTERISTICA_SENSORIAL_AROMA,9411,26,35,736,1,treino
12230,mas,O,9411,36,39,736,1,treino
12231,o,O,9411,40,41,736,1,treino
12232,gosto,O,9411,42,47,736,1,treino
12233,é,O,9411,48,49,736,1,treino
12234,um,O,9411,50,52,736,1,treino
12235,contraponto,O,9411,53,64,736,1,treino
12236,incrível,O,9411,65,73,736,1,treino
12237,.,O,9411,73,74,736,1,treino
12238,Considerando,O,9412,0,12,736,1,treino
12239,quão,O,9412,13,17,736,1,treino
12240,gostosa,O,9412,18,25,736,1,treino
12241,ela,O,9412,26,29,736,1,treino
12242,é,O,9412,30,31,736,1,treino
12243,a,O,9412,32,33,736,1,treino
12244,garganta,O,9412,34,42,736,1,treino
12245,sente,O,9412,43,48,736,1,treino
12246,um,O,9412,49,51,736,1,treino
12247,pouco,O,9412,52,57,736,1,treino
12248,do,O,9412,58,60,736,1,treino
12249,baque,O,9412,61,66,736,1,treino
12250,mas,O,9412,67,70,736,1,treino
12251,nada,O,9412,71,75,736,1,treino
12252,que,O,9412,76,79,736,1,treino
12253,vai,O,9412,80,83,736,1,treino
12254,fazer,O,9412,84,89,736,1,treino
12255,você,O,9412,90,94,736,1,treino
12256,parar,O,9412,95,100,736,1,treino
12257,de,O,9412,101,103,736,1,treino
12258,beber,O,9412,104,109,736,1,treino
12259,essa,O,9412,110,114,736,1,treino
12260,gostosura,O,9412,115,124,736,1,treino
12261,.,O,9412,124,125,736,1,treino
12262,Com,O,9413,0,3,736,1,treino
12263,certeza,O,9413,4,11,736,1,treino
12264,o,O,9413,12,13,736,1,treino
12265,melhor,O,9413,14,20,736,1,treino
12266,bang,O,9413,21,25,736,1,treino
12267,for,O,9413,26,29,736,1,treino
12268,your,O,9413,30,34,736,1,treino
12269,fancy,O,9413,35,40,736,1,treino
12270,cachaça,O,9413,41,48,736,1,treino
12271,desse,O,9413,49,54,736,1,treino
12272,teste,O,9413,55,60,736,1,treino
12273,.,O,9413,60,61,736,1,treino
12274,PREÇO,O,9414,0,5,736,1,treino
12275,:,O,9414,5,6,736,1,treino
12276,R$,B-PRECO,9414,7,9,736,1,treino
12277,67,I-PRECO,9414,10,12,736,1,treino
12278,",",I-PRECO,9414,12,13,736,1,treino
12279,0,I-PRECO,9414,13,15,736,1,treino
12280,NOME,O,9415,0,4,737,1,treino
12281,DA,O,9415,5,7,737,1,treino
12282,CACHAÇA,O,9415,8,15,737,1,treino
12283,:,O,9415,15,16,737,1,treino
12284,Cachaça,O,9415,17,24,737,1,treino
12285,Sagrada,B-NOME_BEBIDA,9415,25,32,737,1,treino
12286,DESCRIÇÃO,O,9416,0,9,737,1,treino
12287,DA,O,9416,10,12,737,1,treino
12288,CACHAÇA,O,9416,13,20,737,1,treino
12289,:,O,9416,20,21,737,1,treino
12290,Considerando,O,9416,22,34,737,1,treino
12291,que,O,9416,35,38,737,1,treino
12292,essa,O,9416,39,43,737,1,treino
12293,pinga,O,9416,44,49,737,1,treino
12294,é,O,9416,50,51,737,1,treino
